"","Bat_Index","Bat_ID","General.Location","Site.Name","Date","Julian.Day","Year","Site_Net","Net_UTMx","Net_UTMy","Species","Sex","Reprod","Mass..g.","RFA..mm.","Age","WingScore.","forage_radius","fnet_id","open_water","developed_open","developed_low","developed_medium","developed_high","barren_land","deciduous_forest","evergreen_forest","mixed_forest","shrub_scrub","grassland_herb","pasture_hay","crop","woody_wet","herb_wet","total_area","COI_ID","s16_ID","dominant_veg","SexReprod","gmm_8cluster","max.depth","raw.richness","rel.richness","prop.richness","ed.richness","log.ed.richness","clr.richness","evenness","Geo.Section","Geo.Sub.Section"
"MLG16_1_3109","F-3109","F-3109","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net2",484309,5029326,"MYSE","F","L",9.5,"24.5","A","0",275.352,"484309_5029326_275.352",0,0,0,0,0,0,14,70,80,0,0,19,0,62,18,263,"MLGANML_1_3109","MLG16_1_3109","mixed_forest","Female Reproductive",0,32317,113,0.00349661169044156,0.0712766207173976,21,4.39231742277876,-1.3520585460828,0.581907677153511,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3110","F-3110","F-3110","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net2",484309,5029326,"MYSE","F","L",9,"26","A","0",275.352,"484309_5029326_275.352",0,0,0,0,0,0,14,70,80,0,0,19,0,62,18,263,"MLGANML_1_3110","MLG16_1_3110","mixed_forest","Female Reproductive",0,27954,240,0.008585533376261,0.175011657081955,34,5.08746284125034,-0.0561083708201933,0.670458047595691,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3112","F-3112","F-3112","Cedar Creek ESR","Dorm Road","7/7/16",189,2016,"Dorm Road_Net1",485021,5026608,"MYSE","F","L",9.8,"26.5","A","0",275.352,"485021_5026608_275.352",0,0,0,0,0,0,146,0,0,1,3,0,0,47,64,261,"MLGANML_1_3112","MLG16_1_3112","deciduous_forest","Female Reproductive",0,30328,1066,0.0351490371933527,0.716494942650015,271,8.08214904135387,1.97739713098943,0.887069724499581,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3113","F-3113","F-3113","Cedar Creek ESR","Dorm Road","7/7/16",189,2016,"Dorm Road_Net3",485194,5026291,"MYSE","F","L",9.2,"25.5","A","1",275.352,"485194_5026291_275.352",0,0,0,0,0,0,186,0,0,0,11,3,0,46,19,265,"not included","MLG16_1_3113","deciduous_forest","Female Reproductive",0,19553,183,0.00935917761980259,0.190781994825734,49,5.61470984411521,0.0683656321589545,0.598465497335346,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3114","F-3114","F-3114","Cedar Creek ESR","Dorm Road","7/7/16",189,2016,"Dorm Road_Net1",485021,5026608,"EPFU","F","L",21.7,"34","A","1",405.7866,"485021_5026608_405.7866",0,0,0,0,0,0,323,0,0,5,11,29,0,95,112,575,"MLGANML_1_3114","MLG16_1_3114","deciduous_forest","Female Reproductive",0,17586,300,0.0170590242238144,0.347739385169237,69,6.10852445677817,0.934447086486085,0.536051715171346,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3115","F-3115","F-3115","Cedar Creek ESR","Dorm Road","7/7/16",189,2016,"Dorm Road_Net3",485194,5026291,"MYSE","F","L",9.9,"26.2","A","0",275.352,"485194_5026291_275.352",0,0,0,0,0,0,186,0,0,0,11,3,0,46,19,265,"MLGANML_1_3115","MLG16_1_3115","deciduous_forest","Female Reproductive",0,14893,233,0.0156449338615457,0.318913884560439,79,6.3037807481771,0.809607519271057,0.634147430854066,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3116","F-3116","F-3116","Cedar Creek ESR","Lake Road","7/8/16",190,2016,"Lake Road_Net2",486337,5028561,"MYLU","F","L",12,"28","A","0",418.0344,"486337_5028561_418.0344",51,28,3,0,0,0,160,0,0,0,2,78,0,13,270,605,"MLGANML_1_3116","MLG16_1_3116","herb_wet","Female Reproductive",0,11275,202,0.0179157427937916,0.365203150087927,63,5.97727992349992,1.00513981912259,0.523817095875931,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3117","F-3117","F-3117","Cedar Creek ESR","Lake Road","7/8/16",190,2016,"Lake Road_Net3",486444,5028371,"MYLU","F","L",9.7,"24.5","A","0",418.0344,"486444_5028371_418.0344",159,22,4,0,0,1,134,0,0,0,4,7,0,18,262,611,"MLGANML_1_3117","MLG16_1_3117","herb_wet","Female Reproductive",0,5142,85,0.0165305328665889,0.336966362209794,45,5.49185309632967,0.889045190704949,0.378807279518699,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3171","F-3171","F-3171","Three Rivers Park District","Taylors Woods","6/29/17",180,2017,"Taylors Woods_Net 3",464292,5004145,"EPFU","F","L",23,"49","A","0",405.7866,"464292_5004145_405.7866",3,25,9,3,0,7,176,0,0,0,0,139,80,7,126,575,"MLGANML_1_3171","MLG16_1_3171","deciduous_forest","Female Reproductive",1,34273,391,0.0114083972806582,0.232554277671073,56,5.8073549220576,0.354008087128581,0.652850850830353,"Minnesota & NE Iowa Morainal","Big Woods"
"MLG16_2_0023","M-0023","M-0023","SNF - LaCroix","Forest Rd 495","6/8/15",159,2015,"Forest Rd 495_3",528407,5347438,"MYSE","M","NR",6.25,"36.7","A","0",275.352,"528407_5347438_275.352",0,16,0,0,0,0,30,54,148,4,3,0,0,11,0,266,"MLGANML_2_0023","MLG16_2_0023","mixed_forest","Male Non-Reproductive",3,50952,188,0.00368974721306328,0.0752135884483571,43,5.4262647547021,-1.27449415554799,0.758733404276888,"Northern Superior Uplands","Border Lakes"
"MLG16_2_0032","M-0032","M-0032","SNF - LaCroix","Forest Rd 479C","6/11/15",162,2015,"Forest Rd 479C_3",539710,5337668,"EPFU","M","NR",22,"44.9","A","1",405.7866,"539710_5337668_405.7866",0,32,5,0,0,0,36,7,265,128,0,0,0,101,0,574,"MLGANML_2_0032","MLG16_2_0032","mixed_forest","Male Non-Reproductive",3,9769,50,0.00511823113931825,0.104332494414068,19,4.24792751344359,-0.802370834304601,0.48225967530361,"Northern Superior Uplands","Border Lakes"
"MLG16_2_0035","F-0035","F-0035","CNF","Little Cottonwood Lake","6/16/15",167,2015,"Little Cottonwood Lake_2",448883,5253458,"MYSE","F","P",6.75,"35.9","A","0",275.352,"448883_5253458_275.352",0,0,0,0,0,0,188,0,5,14,0,0,0,50,5,262,"MLGANML_2_0035","MLG16_2_0035","deciduous_forest","Female Reproductive",7,3539,53,0.0149759819157954,0.305277645155947,31,4.95419631038687,0.746562557538868,0.693848281717314,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0039","F-0039","F-0039","CNF","Little Cottonwood Lake","6/16/15",167,2015,"Little Cottonwood Lake_3",448916,5253363,"MYSE","F","P",7.75,"37.2","A","0",275.352,"448916_5253363_275.352",8,0,0,0,0,0,188,0,10,18,0,0,0,35,5,264,"MLGANML_2_0039","MLG16_2_0039","deciduous_forest","Female Reproductive",7,26810,122,0.00455054084296904,0.0927604213559017,26,4.70043971814109,-0.971978111906136,0.473722589322715,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0042","F-0042","F-0042","CNF","Little Cottonwood Lake","6/16/15",167,2015,"Little Cottonwood Lake_1",448848,5253356,"MYSE","F","P",9,"36.8","A","0",275.352,"448848_5253356_275.352",3,0,0,0,0,0,182,0,8,29,0,0,0,41,5,268,"MLGANML_2_0042","MLG16_2_0042","deciduous_forest","Female Reproductive",7,45836,145,0.00316345230822934,0.0644853390348198,26,4.70043971814109,-1.49651628911592,0.506700854079269,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0048","M-0048a","M-0048","CNF","Little Cottonwood Lake","6/16/15",167,2015,"Little Cottonwood Lake_2",448883,5253458,"MYLU","M","NR",9.25,"39.2","A","0",418.0344,"448883_5253458_418.0344",20,0,0,0,0,0,409,0,12,60,0,0,0,105,6,612,"MLGANML_2_0048","MLG16_2_0048","deciduous_forest","Male Non-Reproductive",7,21853,223,0.0102045485745664,0.208014444477757,79,6.3037807481771,0.193124321943944,0.686456909811226,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0050","F-0050","F-0050","CNF","Suomi North","6/17/15",168,2015,"Suomi North_2",451311,5258327,"MYLU","F","P",11,"37.4","A","0",418.0344,"451311_5258327_418.0344",31,29,5,1,0,0,330,52,124,0,0,0,0,35,4,611,"MLGANML_2_0050","MLG16_2_0050","deciduous_forest","Female Reproductive",7,8358,124,0.014836085187844,0.302425922717033,52,5.70043971814109,0.73302241646537,0.573760262317575,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0055","F-0055","F-0055","CNF","Suomi North","6/17/15",168,2015,"Suomi North_2",451311,5258327,"MYLU","F","P",9.25,"39.2","A","1",418.0344,"451311_5258327_418.0344",31,29,5,1,0,0,330,52,124,0,0,0,0,35,4,611,"MLGANML_2_0055","MLG16_2_0055","deciduous_forest","Female Reproductive",7,31119,159,0.00510941868311964,0.104152857052627,17,4.08746284125034,-0.804856975348292,0.368128813358691,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0058","M-0058","M-0058","CNF","Suomi North","6/17/15",168,2015,"Suomi North_2",451311,5258327,"MYLU","M","NR",9,"38.8","A","1",418.0344,"451311_5258327_418.0344",31,29,5,1,0,0,330,52,124,0,0,0,0,35,4,611,"MLGANML_2_0058","MLG16_2_0058","deciduous_forest","Male Non-Reproductive",7,23293,160,0.00686901644270811,0.140021347245065,32,5,-0.377912597325846,0.560945817646971,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0059","F-0059","F-0059","CNF","Suomi North","6/17/15",168,2015,"Suomi North_3",451354,5258419,"MYSE","F","P",10.25,"36.5","A","1",275.352,"451354_5258419_275.352",13,21,2,1,0,0,125,11,73,0,0,0,0,19,0,265,"not included","MLG16_2_0059","deciduous_forest","Female Reproductive",7,11058,66,0.00596852957135106,0.121665388141523,23,4.52356195605701,-0.580640587592514,0.517250820288262,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0062","M-0062","M-0062","CNF","Suomi North","6/17/15",168,2015,"Suomi North_2",451311,5258327,"MYLU","M","NR",8.5,"37","A","1",418.0344,"451311_5258327_418.0344",31,29,5,1,0,0,330,52,124,0,0,0,0,35,4,611,"MLGANML_2_0062","MLG16_2_0062","deciduous_forest","Male Non-Reproductive",7,56888,286,0.00502742230347349,0.102481403265461,27,4.75488750216347,-0.828197254754358,0.633042220459421,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0065","M-0065","M-0065","CNF","Suomi North","6/17/15",168,2015,"Suomi North_3",451354,5258419,"MYLU","M","NR",8,"40","A","1",418.0344,"451354_5258419_418.0344",54,31,4,1,0,0,284,57,125,8,0,0,0,40,0,604,"MLGANML_2_0065","MLG16_2_0065","deciduous_forest","Male Non-Reproductive",7,33901,217,0.00640099112120586,0.130480893148305,28,4.8073549220576,-0.479720827813848,0.294902745275002,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0070","M-0070","M-0070","CNF","Trout Lake South","6/18/15",169,2015,"Trout Lake South_1",457411,5253464,"MYLU","M","NR",8,"36.1","A","0",418.0344,"457411_5253464_418.0344",35,10,1,0,0,0,397,6,18,4,3,0,0,128,9,611,"MLGANML_2_0070","MLG16_2_0070","deciduous_forest","Male Non-Reproductive",7,6136,252,0.0410691003911343,0.837172368835139,140,7.12928301694497,2.20196530539789,0.712516376030034,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0071","M-0071","M-0071","CNF","Trout Lake South","6/18/15",169,2015,"Trout Lake South_1",457411,5253464,"MYLU","M","NR",8.3,"36.6","A","0",418.0344,"457411_5253464_418.0344",35,10,1,0,0,0,397,6,18,4,3,0,0,128,9,611,"MLGANML_2_0071","MLG16_2_0071","deciduous_forest","Male Non-Reproductive",7,3730,48,0.0128686327077748,0.262320421558658,42,5.39231742277876,0.527770734979458,0.332165135347736,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_2_0080","M-0080","M-0080","CNF","Forest Rd 2397","6/23/15",174,2015,"Forest Rd 2397_1",442864,5269008,"MYSE","M","TD",6.5,"35.7","A","1",275.352,"442864_5269008_275.352",0,0,0,0,0,0,0,176,15,0,0,0,0,74,0,265,"MLGANML_2_0080","MLG16_2_0080","evergreen_forest","Male Reproductive",7,18564,76,0.00409394527041586,0.0834529567795288,17,4.08746284125034,-1.1245243193257,0.42129222756684,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_2_0086","F-0086","F-0086","CNF","Forest Rd 2684A","6/25/15",176,2015,"Forest Rd 2684A_2",438294,5278629,"MYSE","F","P",9,"34.8","A","0",275.352,"438294_5278629_275.352",3,8,0,0,0,0,103,0,79,1,3,0,0,55,11,263,"MLGANML_2_0086","MLG16_2_0086","deciduous_forest","Female Reproductive",7,32244,129,0.00400074432452549,0.0815531037049395,29,4.85798099512757,-1.15774770191017,0.560283435432192,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_2_0089","F-0089","F-0089","CNF","Forest Rd 2684A","6/25/15",176,2015,"Forest Rd 2684A_2",438294,5278629,"MYLU","F","P",12,"39","A","0",418.0344,"438294_5278629_418.0344",6,22,0,0,0,0,197,0,132,8,3,0,0,202,41,611,"MLGANML_2_0089","MLG16_2_0089","woody_wet","Female Reproductive",7,24095,256,0.0106246109151276,0.216577198016472,48,5.58496250072116,0.251321968773548,0.60065060692878,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_2_0092","F-0092","F-0092","SNF - Laurentian","Forest Rd 425","7/14/15",195,2015,"Forest Rd 425_2",581846,5252087,"MYLU","F","NR",9.25,"37.9","A","1",418.0344,"581846_5252087_418.0344",0,31,0,0,0,0,10,304,247,0,0,0,0,18,0,610,"MLGANML_2_0092","MLG16_2_0092","evergreen_forest","Female Non-Reproductive",3,11016,144,0.0130718954248366,0.266463826910074,37,5.20945336562895,0.55038030670825,0.572749806825231,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0093","M-0093","M-0093","SNF - Laurentian","Forest Rd 425","7/14/15",195,2015,"Forest Rd 425_2",581846,5252087,"MYLU","M","NR",8,"37.3","A","1",418.0344,"581846_5252087_418.0344",0,31,0,0,0,0,10,304,247,0,0,0,0,18,0,610,"MLGANML_2_0093","MLG16_2_0093","evergreen_forest","Male Non-Reproductive",3,31640,332,0.0104930467762326,0.213895331095514,40,5.32192809488736,0.23334560138767,0.455159519273065,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0097","F-0097","F-0097","SNF - Laurentian","Forest Rd 425","7/14/15",195,2015,"Forest Rd 425_3",581793,5251844,"MYSE","F","NR",7.3,"36.8","A","0",275.352,"581793_5251844_275.352",0,19,0,0,0,0,0,179,69,0,0,0,0,0,0,267,"MLGANML_2_0097","MLG16_2_0097","evergreen_forest","Female Non-Reproductive",3,46874,198,0.00422409011392243,0.0861058920981119,34,5.08746284125034,-1.07937552274231,0.572921935946589,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0101","M-0101","M-0101","SNF - Laurentian","Forest Rd 425","7/14/15",195,2015,"Forest Rd 425_2",581846,5252087,"MYSE","M","NR",8.5,"38.9","A","1",275.352,"581846_5252087_275.352",0,20,0,0,0,0,0,156,88,0,0,0,0,0,0,264,"MLGANML_2_0101","MLG16_2_0101","evergreen_forest","Male Non-Reproductive",3,43515,167,0.00383775709525451,0.0782306933399898,40,5.32192809488736,-1.21775273393156,0.719648342703462,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0102","M-0102","M-0102","SNF - Laurentian","Forest Rd 425","7/14/15",195,2015,"Forest Rd 425_1",581861,5251829,"MYLU","M","NR",8.5,"39.5","A","1",418.0344,"581861_5251829_418.0344",0,31,0,0,0,0,24,282,242,15,0,0,0,16,0,610,"MLGANML_2_0102","MLG16_2_0102","evergreen_forest","Male Non-Reproductive",3,22185,80,0.0036060401171963,0.0735072625958826,9,3.16992500144231,-1.30760068841932,0.458514826719945,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0119","F-0119","F-0119","SNF - Laurentian","Forest Rd 416G","7/15/15",196,2015,"Forest Rd 416G_2",579662,5241490,"MYLU","F","L",10,"39.5","A","0",418.0344,"579662_5241490_418.0344",1,72,0,0,0,0,10,65,95,5,0,0,0,362,2,612,"MLGANML_2_0119","MLG16_2_0119","woody_wet","Female Reproductive",3,39201,1357,0.0346164638657177,0.705638710835139,219,7.77478705960117,1.95537031795433,0.846837078768465,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0120","M-0120","M-0120","SNF - Laurentian","Forest Rd 416G","7/15/15",196,2015,"Forest Rd 416G_3",579856,5241541,"MYSE","M","NR",6.5,"35.5","J","0",275.352,"579856_5241541_275.352",0,34,0,0,0,0,0,24,21,6,0,0,0,178,0,263,"MLGANML_2_0120","MLG16_2_0120","woody_wet","Male Non-Reproductive",3,35156,238,0.00676982591876209,0.137999399719869,54,5.75488750216347,-0.398897398856429,0.634205951927712,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0125","F-0125","F-0125","SNF - Laurentian","Forest Rd 416G","7/15/15",196,2015,"Forest Rd 416G_1",579588,5241529,"MYLU","F","L",11,"39.3","A","0",418.0344,"579588_5241529_418.0344",1,59,0,0,0,0,23,63,127,0,0,0,0,336,2,611,"MLGANML_2_0125","MLG16_2_0125","woody_wet","Female Reproductive",3,8028,42,0.00523168908819133,0.1066452760167,21,4.39231742277876,-0.770739329182955,0.246092646289008,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0130","F-0130","F-0130","SNF - Laurentian","Forest Rd 130C","7/16/15",197,2015,"Forest Rd 130C_3",564074,5248295,"MYSE","F","L",7.9,"36.8","A","0",275.352,"564074_5248295_275.352",0,9,0,0,0,0,58,46,89,0,0,0,0,62,0,264,"MLGANML_2_0130","MLG16_2_0130","mixed_forest","Female Reproductive",3,27053,80,0.00295715817099767,0.0602801397512163,9,3.16992500144231,-1.59380472358816,0.359975068662177,"Northern Superior Uplands","Toimi Uplands"
"MLG16_2_0299","F-0299","F-0299","SNF - Sawbill","Rice Lake RD","7/18/16",200,2016,"Rice Lake RD_Net1",667325,5292620,"MYSE","F","L",8,"37.5","A","1",275.352,"667325_5292620_275.352",0,27,0,0,0,0,1,30,100,2,0,0,0,104,1,265,"MLGANML_2_0299","MLG16_2_0299","woody_wet","Female Reproductive",6,38578,143,0.0037067758826274,0.0755607090694893,30,4.90689059560852,-1.26785124502897,0.577546884914769,"Northern Superior Uplands","North Shore Highlands"
"MLG16_2_0303","M-0303","M-0303","SNF - Sawbill","Timber Froar","7/19/16",201,2016,"Timber Froar_Net3",652009,5288377,"MYLU","M","NR",8.5,"38.1","J","1",418.0344,"652009_5288377_418.0344",0,37,0,0,0,0,30,83,383,0,7,0,0,71,0,611,"MLGANML_2_0303","MLG16_2_0303","mixed_forest","Male Non-Reproductive",6,41381,96,0.00231990527053479,0.0472900689888496,21,4.39231742277876,-1.94395023875312,0.526684018961386,"Northern Superior Uplands","Laurentian Uplands"
"MLG16_2_0304","M-0304","M-0304","SNF - Sawbill","Caribou","7/20/16",202,2016,"Caribou_Net3",675430,5295000,"MYLU","M","NR",9,"40.2","J","0",418.0344,"675430_5295000_418.0344",0,31,0,0,0,0,5,49,161,0,0,0,0,362,0,608,"MLGANML_2_0304","MLG16_2_0304","woody_wet","Male Non-Reproductive",6,47256,205,0.00433807347215168,0.0884293838987058,32,5,-1.04096164771636,0.484823560399822,"Northern Superior Uplands","North Shore Highlands"
"MLG16_2_0306","M-0306","M-0306","SNF - Sawbill","Caribou","7/21/16",203,2016,"Caribou_Net3",675430,5295000,"MYLU","M","TD",9.5,"38.1","A","1",418.0344,"675430_5295000_418.0344",0,31,0,0,0,0,5,49,161,0,0,0,0,362,0,608,"MLGANML_2_0306","MLG16_2_0306","woody_wet","Male Reproductive",6,44918,244,0.00543212075337281,0.110730971839874,36,5.16992500144231,-0.716500584920845,0.404611967620196,"Northern Superior Uplands","North Shore Highlands"
"MLG16_2_0311","F-0311","F-0311","SNF - Sawbill","Willis Lake","7/21/16",203,2016,"Willis Lake_Net1",673272,5295443,"MYSE","F","P",8.5,"37.1","A","1",275.352,"673272_5295443_275.352",0,0,0,0,0,0,0,54,124,3,0,0,0,83,0,264,"MLGANML_2_0311","MLG16_2_0311","mixed_forest","Female Reproductive",6,41271,620,0.0150226551331443,0.306229054550285,88,6.4594316186373,0.751051779728099,0.635398845900426,"Northern Superior Uplands","North Shore Highlands"
"MLG16_2_0313","M-0313","M-0313","SNF - Sawbill","Willis Lake","7/21/16",203,2016,"Willis Lake_Net1",673272,5295443,"MYSE","M","NR",6.2,"36.1","J","0",275.352,"673272_5295443_275.352",0,0,0,0,0,0,0,54,124,3,0,0,0,83,0,264,"MLGANML_2_0313","MLG16_2_0313","mixed_forest","Male Non-Reproductive",6,46609,271,0.00581432770494969,0.118522062854518,43,5.4262647547021,-0.618403748860604,0.605037497383559,"Northern Superior Uplands","North Shore Highlands"
"MLG16_2_2286","F-2286","F-2286","CRTC","Crow Wing River","6/12/17",163,2017,"Crow Wing River_Net 3",395508,5127832,"MYSE","F","P",8,"37.45","A","1",275.352,"395508_5127832_275.352",52,0,0,0,0,0,140,0,32,0,2,1,0,38,1,266,"MLGANML_2_2286","MLG16_2_2286","deciduous_forest","Female Reproductive",2,42028,159,0.00378319215760921,0.077118415309334,19,4.24792751344359,-1.23841207899304,0.640272969164542,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3003","F-3003","F-3003","Itasca State Park","Itasca Snowmobile","6/13/16",165,2016,"Itasca Snowmobile_Net1",328098,5234034,"MYSE","F","P",11.9,"36.16","A","0",275.352,"328098_5234034_275.352",6,3,0,0,0,0,190,0,61,0,1,0,0,6,0,267,"MLGANML_2_3003","MLG16_2_3003","deciduous_forest","Female Reproductive",7,40127,220,0.00548259276796172,0.111759817751054,44,5.4594316186373,-0.703157817099929,0.610023522909174,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3006","M-3006","M-3006","Itasca State Park","Itasca Snowmobile","6/14/16",166,2016,"Itasca Snowmobile_Net2",328180,5234019,"EPFU","M","NR",25.5,"49.05","A","0",405.7866,"328180_5234019_405.7866",81,27,0,0,0,0,292,10,148,0,4,0,0,13,0,575,"MLGANML_2_3006","MLG16_2_3006","deciduous_forest","Male Non-Reproductive",7,53345,207,0.00388040116224576,0.0790999705883303,57,5.83289001416474,-1.20181032695569,0.754341237338817,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3007","F-3007","F-3007","Itasca State Park","Itasca Snowmobile","6/14/16",166,2016,"Itasca Snowmobile_Net3",328312,5233939,"EPFU","F","P",31.5,"50.11","A","0",405.7866,"328312_5233939_405.7866",95,31,0,0,0,0,255,14,163,0,4,0,0,13,0,575,"MLGANML_2_3007","MLG16_2_3007","deciduous_forest","Female Reproductive",7,57496,325,0.00565256713510505,0.115224657307495,65,6.02236781302845,-0.659109913404602,0.7433128510998,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3008","M-3008","M-3008","Itasca State Park","Itasca Snowmobile","6/14/16",166,2016,"Itasca Snowmobile_Net3",328312,5233939,"EPFU","M","TD",26.5,"48.08","A","1",405.7866,"328312_5233939_405.7866",95,31,0,0,0,0,255,14,163,0,4,0,0,13,0,575,"MLGANML_2_3008","MLG16_2_3008","deciduous_forest","Male Reproductive",7,55273,210,0.00379932335860185,0.0774472414978442,61,5.93073733756289,-1.23227363094485,0.705780304356628,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3010","M-3010","M-3010","Itasca State Park","Itasca Snowmobile","6/14/16",166,2016,"Itasca Snowmobile_Net3",328312,5233939,"EPFU","M","TD",23.5,"48.47","A","0",405.7866,"328312_5233939_405.7866",95,31,0,0,0,0,255,14,163,0,4,0,0,13,0,575,"MLGANML_2_3010","MLG16_2_3010","deciduous_forest","Male Reproductive",7,50185,199,0.00396532828534423,0.0808311660648703,58,5.85798099512757,-1.17057582518754,0.721400335881784,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3011","M-3011","M-3011","Itasca State Park","Itasca Snowmobile","6/14/16",166,2016,"Itasca Snowmobile_Net3",328312,5233939,"EPFU","M","TD",23,"47.17","A","1",405.7866,"328312_5233939_405.7866",95,31,0,0,0,0,255,14,163,0,4,0,0,13,0,575,"MLGANML_2_3011","MLG16_2_3011","deciduous_forest","Male Reproductive",7,61483,457,0.00743294894523689,0.151516819619889,59,5.88264304936184,-0.264081436663222,0.715010321867737,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3014","M-3014","M-3014","Itasca State Park","Two Spot trail","6/14/16",166,2016,"Two Spot trail_Net3",328910,5229376,"MYLU","M","NR",12.6,"37.01","A","0",418.0344,"328910_5229376_418.0344",37,43,0,0,0,0,417,11,73,0,1,0,0,13,19,614,"MLGANML_2_3014","MLG16_2_3014","deciduous_forest","Male Non-Reproductive",7,16911,484,0.0286204245757199,0.583412551308167,123,6.94251450533924,1.68095703381313,0.53736187217163,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3016","M-3016","M-3016","Itasca State Park","Two Spot trail","6/15/16",167,2016,"Two Spot trail_Net2",329034,5229404,"EPFU","M","TD",23,"47.15","A","0",405.7866,"329034_5229404_405.7866",11,43,0,0,0,0,363,15,91,0,0,0,0,19,31,573,"MLGANML_2_3016","MLG16_2_3016","deciduous_forest","Male Reproductive",7,34190,247,0.00722433460076046,0.147264324111708,68,6.08746284125034,-0.305151421335177,0.687671704589186,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3018","M-3018","M-3018","Itasca State Park","Two Spot trail","6/15/16",167,2016,"Two Spot trail_Net3",328910,5229376,"EPFU","M","TD",21.5,"47.21","A","1",405.7866,"328910_5229376_405.7866",32,40,0,0,0,0,391,10,70,0,1,0,0,11,17,572,"MLGANML_2_3018","MLG16_2_3018","deciduous_forest","Male Reproductive",7,43133,388,0.00899543273131941,0.183367243417913,59,5.88264304936184,0.011176549696633,0.69423972339252,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3019","M-3019","M-3019","Itasca State Park","North Country Trail","6/15/16",167,2016,"North Country Trail_Net1",328967,5223900,"MYLU","M","NR",11.2,"38.48","A","2",418.0344,"328967_5223900_418.0344",0,27,0,0,0,0,278,94,103,0,33,50,0,19,7,611,"MLGANML_2_3019","MLG16_2_3019","deciduous_forest","Male Non-Reproductive",7,72980,273,0.00374075089065497,0.0762532720348513,57,5.83289001416474,-1.25468824015109,0.777289620157653,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_2_3020","M-3020","M-3020","Itasca State Park","North Country Trail","6/15/16",167,2016,"North Country Trail_Net1",328967,5223900,"MYLU","M","NR",12.2,"39.05","A","0",418.0344,"328967_5223900_418.0344",0,27,0,0,0,0,278,94,103,0,33,50,0,19,7,611,"MLGANML_2_3020","MLG16_2_3020","deciduous_forest","Male Non-Reproductive",7,31760,331,0.0104219143576826,0.212445333536003,78,6.28540221886225,0.223532264177797,0.572055518408175,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
